RUN	com.myGatlingTest.MyComputerJourney	mycomputerjourney	1678089131265	test RUN 1	3.3.1
REQUEST	67		LoadNewComputerPage	1678089155483	1678089155657	OK	 
REQUEST	65		LoadNewComputerPage	1678089155373	1678089155659	OK	 
USER	MyComputerJourney	180	START	1678089155663	1678089155663
REQUEST	161		LoadHomePage	1678089154714	1678089155671	OK	 
USER	MyComputerJourney	181	START	1678089155712	1678089155712
USER	MyComputerJourney	182	START	1678089155762	1678089155762
USER	MyComputerJourney	183	START	1678089155812	1678089155812
REQUEST	68		LoadNewComputerPage	1678089155533	1678089155853	OK	 
REQUEST	70		LoadNewComputerPage	1678089155633	1678089155860	OK	 
REQUEST	165		LoadHomePage	1678089154924	1678089155860	OK	 
REQUEST	63		LoadNewComputerPage	1678089155273	1678089155861	OK	 
USER	MyComputerJourney	184	START	1678089155863	1678089155863
REQUEST	169		LoadHomePage	1678089155113	1678089155869	OK	 
REQUEST	168		LoadHomePage	1678089155064	1678089155867	OK	 
REQUEST	167		LoadHomePage	1678089155024	1678089155875	OK	 
REQUEST	166		LoadHomePage	1678089154974	1678089155874	OK	 
REQUEST	69		LoadNewComputerPage	1678089155573	1678089155875	OK	 
REQUEST	71		LoadNewComputerPage	1678089155663	1678089155881	OK	 
USER	MyComputerJourney	185	START	1678089155913	1678089155913
USER	MyComputerJourney	186	START	1678089155963	1678089155963
USER	MyComputerJourney	187	START	1678089156013	1678089156013
REQUEST	74		LoadNewComputerPage	1678089155813	1678089156057	OK	 
REQUEST	73		LoadNewComputerPage	1678089155763	1678089156057	OK	 
REQUEST	172		LoadHomePage	1678089155264	1678089156060	OK	 
REQUEST	171		LoadHomePage	1678089155214	1678089156060	OK	 
USER	MyComputerJourney	188	START	1678089156063	1678089156063
REQUEST	145		LoadHomePage	1678089153914	1678089156067	OK	 
REQUEST	75		LoadNewComputerPage	1678089155856	1678089156069	OK	 
REQUEST	170		LoadHomePage	1678089155163	1678089156075	OK	 
REQUEST	76		LoadNewComputerPage	1678089155913	1678089156074	OK	 
USER	MyComputerJourney	189	START	1678089156113	1678089156113
USER	MyComputerJourney	190	START	1678089156163	1678089156163
USER	MyComputerJourney	191	START	1678089156213	1678089156213
REQUEST	72		LoadNewComputerPage	1678089155713	1678089156263	OK	 
REQUEST	77		LoadNewComputerPage	1678089155963	1678089156265	OK	 
USER	MyComputerJourney	192	START	1678089156265	1678089156265
REQUEST	175		LoadHomePage	1678089155414	1678089156268	OK	 
REQUEST	177		LoadHomePage	1678089155513	1678089156270	OK	 
REQUEST	6		CreateNewComputer	1678089155993	1678089156263	OK	 
REQUEST	79		LoadNewComputerPage	1678089156083	1678089156273	OK	 
REQUEST	78		LoadNewComputerPage	1678089156013	1678089156277	OK	 
REQUEST	156		LoadHomePage	1678089154453	1678089156281	OK	 
REQUEST	176		LoadHomePage	1678089155464	1678089156290	OK	 
REQUEST	174		LoadHomePage	1678089155363	1678089156305	OK	 
USER	MyComputerJourney	193	START	1678089156314	1678089156314
USER	MyComputerJourney	194	START	1678089156363	1678089156363
REQUEST	80		LoadNewComputerPage	1678089156233	1678089156372	OK	 
REQUEST	82		LoadNewComputerPage	1678089156233	1678089156372	OK	 
REQUEST	81		LoadNewComputerPage	1678089156233	1678089156374	OK	 
REQUEST	178		LoadHomePage	1678089155563	1678089156377	OK	 
REQUEST	6		CreateNewComputer Redirect 1	1678089156273	1678089156383	OK	 
REQUEST	179		LoadHomePage	1678089155614	1678089156385	OK	 
REQUEST	180		LoadHomePage	1678089155665	1678089156413	OK	 
USER	MyComputerJourney	195	START	1678089156413	1678089156413
USER	MyComputerJourney	196	START	1678089156462	1678089156462
REQUEST	183		LoadHomePage	1678089155814	1678089156480	OK	 
REQUEST	185		LoadHomePage	1678089155914	1678089156494	OK	 
REQUEST	184		LoadHomePage	1678089155864	1678089156506	OK	 
USER	MyComputerJourney	197	START	1678089156513	1678089156513
REQUEST	182		LoadHomePage	1678089155764	1678089156518	OK	 
REQUEST	83		LoadNewComputerPage	1678089156413	1678089156522	OK	 
REQUEST	84		LoadNewComputerPage	1678089156425	1678089156537	OK	 
USER	MyComputerJourney	198	START	1678089156562	1678089156562
REQUEST	186		LoadHomePage	1678089155964	1678089156575	OK	 
REQUEST	187		LoadHomePage	1678089156014	1678089156593	OK	 
REQUEST	189		LoadHomePage	1678089156114	1678089156602	OK	 
USER	MyComputerJourney	199	START	1678089156612	1678089156612
REQUEST	86		LoadNewComputerPage	1678089156522	1678089156629	OK	 
REQUEST	85		LoadNewComputerPage	1678089156522	1678089156629	OK	 
REQUEST	188		LoadHomePage	1678089156065	1678089156637	OK	 
USER	MyComputerJourney	200	START	1678089156662	1678089156662
REQUEST	191		LoadHomePage	1678089156214	1678089156682	OK	 
USER	MyComputerJourney	201	START	1678089156712	1678089156712
REQUEST	192		LoadHomePage	1678089156267	1678089156724	OK	 
REQUEST	88		LoadNewComputerPage	1678089156633	1678089156739	OK	 
REQUEST	190		LoadHomePage	1678089156164	1678089156749	OK	 
REQUEST	87		LoadNewComputerPage	1678089156642	1678089156755	OK	 
USER	MyComputerJourney	202	START	1678089156762	1678089156762
REQUEST	193		LoadHomePage	1678089156317	1678089156766	OK	 
REQUEST	194		LoadHomePage	1678089156368	1678089156812	OK	 
USER	MyComputerJourney	203	START	1678089156812	1678089156812
REQUEST	195		LoadHomePage	1678089156415	1678089156859	OK	 
USER	MyComputerJourney	204	START	1678089156862	1678089156862
REQUEST	90		LoadNewComputerPage	1678089156773	1678089156879	OK	 
REQUEST	91		LoadNewComputerPage	1678089156783	1678089156893	OK	 
REQUEST	89		LoadNewComputerPage	1678089156783	1678089156897	OK	 
REQUEST	196		LoadHomePage	1678089156463	1678089156901	OK	 
USER	MyComputerJourney	205	START	1678089156912	1678089156912
REQUEST	173		LoadHomePage	1678089155314	1678089156950	OK	 
REQUEST	197		LoadHomePage	1678089156513	1678089156951	OK	 
USER	MyComputerJourney	206	START	1678089156962	1678089156962
REQUEST	198		LoadHomePage	1678089156563	1678089157007	OK	 
USER	MyComputerJourney	207	START	1678089157012	1678089157012
REQUEST	199		LoadHomePage	1678089156614	1678089157046	OK	 
USER	MyComputerJourney	208	START	1678089157063	1678089157063
REQUEST	94		LoadNewComputerPage	1678089156982	1678089157093	OK	 
REQUEST	92		LoadNewComputerPage	1678089156992	1678089157098	OK	 
REQUEST	93		LoadNewComputerPage	1678089156992	1678089157100	OK	 
REQUEST	200		LoadHomePage	1678089156664	1678089157102	OK	 
USER	MyComputerJourney	209	START	1678089157112	1678089157112
REQUEST	201		LoadHomePage	1678089156714	1678089157153	OK	 
USER	MyComputerJourney	210	START	1678089157162	1678089157162
REQUEST	202		LoadHomePage	1678089156763	1678089157189	OK	 
USER	MyComputerJourney	211	START	1678089157212	1678089157212
USER	MyComputerJourney	212	START	1678089157262	1678089157262
REQUEST	203		LoadHomePage	1678089156814	1678089157277	OK	 
REQUEST	97		LoadNewComputerPage	1678089157173	1678089157283	OK	 
REQUEST	96		LoadNewComputerPage	1678089157173	1678089157285	OK	 
REQUEST	95		LoadNewComputerPage	1678089157173	1678089157285	OK	 
REQUEST	204		LoadHomePage	1678089156864	1678089157300	OK	 
USER	MyComputerJourney	213	START	1678089157312	1678089157312
REQUEST	205		LoadHomePage	1678089156914	1678089157347	OK	 
REQUEST	181		LoadHomePage	1678089155714	1678089157348	OK	 
USER	MyComputerJourney	214	START	1678089157363	1678089157363
REQUEST	206		LoadHomePage	1678089156963	1678089157389	OK	 
USER	MyComputerJourney	215	START	1678089157413	1678089157413
REQUEST	207		LoadHomePage	1678089157013	1678089157448	OK	 
USER	MyComputerJourney	216	START	1678089157462	1678089157462
REQUEST	4		FilterComputer	1678089157372	1678089157480	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089157481
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678089157481
USER	MyComputerJourney	4	END	1678089141012	1678089157482
REQUEST	99		LoadNewComputerPage	1678089157382	1678089157490	OK	 
REQUEST	98		LoadNewComputerPage	1678089157383	1678089157490	OK	 
REQUEST	208		LoadHomePage	1678089157063	1678089157492	OK	 
USER	MyComputerJourney	217	START	1678089157512	1678089157512
REQUEST	209		LoadHomePage	1678089157113	1678089157556	OK	 
USER	MyComputerJourney	218	START	1678089157562	1678089157562
REQUEST	210		LoadHomePage	1678089157163	1678089157612	OK	 
USER	MyComputerJourney	219	START	1678089157612	1678089157612
REQUEST	211		LoadHomePage	1678089157214	1678089157643	OK	 
USER	MyComputerJourney	220	START	1678089157663	1678089157663
REQUEST	212		LoadHomePage	1678089157273	1678089157698	OK	 
USER	MyComputerJourney	221	START	1678089157712	1678089157712
REQUEST	102		LoadNewComputerPage	1678089157603	1678089157715	OK	 
REQUEST	100		LoadNewComputerPage	1678089157603	1678089157715	OK	 
REQUEST	103		LoadNewComputerPage	1678089157603	1678089157719	OK	 
REQUEST	101		LoadNewComputerPage	1678089157614	1678089157724	OK	 
REQUEST	213		LoadHomePage	1678089157313	1678089157742	OK	 
USER	MyComputerJourney	222	START	1678089157762	1678089157762
REQUEST	214		LoadHomePage	1678089157364	1678089157790	OK	 
USER	MyComputerJourney	223	START	1678089157812	1678089157812
REQUEST	215		LoadHomePage	1678089157414	1678089157844	OK	 
USER	MyComputerJourney	224	START	1678089157863	1678089157863
REQUEST	7		CreateNewComputer	1678089157772	1678089157879	OK	 
REQUEST	10		CreateNewComputer	1678089157783	1678089157888	OK	 
REQUEST	106		LoadNewComputerPage	1678089157793	1678089157901	OK	 
REQUEST	107		LoadNewComputerPage	1678089157793	1678089157903	OK	 
REQUEST	105		LoadNewComputerPage	1678089157803	1678089157906	OK	 
REQUEST	8		CreateNewComputer	1678089157793	1678089157909	OK	 
REQUEST	104		LoadNewComputerPage	1678089157803	1678089157911	OK	 
REQUEST	9		CreateNewComputer	1678089157793	1678089157912	OK	 
USER	MyComputerJourney	225	START	1678089157912	1678089157912
REQUEST	216		LoadHomePage	1678089157464	1678089157916	OK	 
REQUEST	217		LoadHomePage	1678089157513	1678089157961	OK	 
USER	MyComputerJourney	226	START	1678089157962	1678089157962
REQUEST	218		LoadHomePage	1678089157563	1678089157989	OK	 
REQUEST	7		CreateNewComputer Redirect 1	1678089157880	1678089157989	OK	 
REQUEST	10		CreateNewComputer Redirect 1	1678089157889	1678089157996	OK	 
USER	MyComputerJourney	227	START	1678089158012	1678089158012
REQUEST	8		CreateNewComputer Redirect 1	1678089157909	1678089158026	OK	 
REQUEST	9		CreateNewComputer Redirect 1	1678089157912	1678089158032	OK	 
REQUEST	219		LoadHomePage	1678089157614	1678089158040	OK	 
USER	MyComputerJourney	228	START	1678089158062	1678089158062
REQUEST	13		CreateNewComputer	1678089157993	1678089158102	OK	 
REQUEST	11		CreateNewComputer	1678089157993	1678089158102	OK	 
REQUEST	220		LoadHomePage	1678089157664	1678089158106	OK	 
REQUEST	14		CreateNewComputer	1678089158003	1678089158111	OK	 
USER	MyComputerJourney	229	START	1678089158112	1678089158112
REQUEST	12		CreateNewComputer	1678089158004	1678089158116	OK	 
REQUEST	109		LoadNewComputerPage	1678089158012	1678089158116	OK	 
REQUEST	110		LoadNewComputerPage	1678089158016	1678089158123	OK	 
REQUEST	111		LoadNewComputerPage	1678089158016	1678089158123	OK	 
REQUEST	108		LoadNewComputerPage	1678089158022	1678089158129	OK	 
REQUEST	221		LoadHomePage	1678089157713	1678089158139	OK	 
USER	MyComputerJourney	230	START	1678089158162	1678089158162
REQUEST	222		LoadHomePage	1678089157762	1678089158198	OK	 
USER	MyComputerJourney	231	START	1678089158213	1678089158213
REQUEST	11		CreateNewComputer Redirect 1	1678089158102	1678089158216	OK	 
REQUEST	14		CreateNewComputer Redirect 1	1678089158111	1678089158221	OK	 
REQUEST	13		CreateNewComputer Redirect 1	1678089158102	1678089158221	OK	 
REQUEST	12		CreateNewComputer Redirect 1	1678089158117	1678089158228	OK	 
REQUEST	223		LoadHomePage	1678089157813	1678089158248	OK	 
USER	MyComputerJourney	232	START	1678089158263	1678089158263
REQUEST	224		LoadHomePage	1678089157863	1678089158288	OK	 
REQUEST	15		CreateNewComputer	1678089158193	1678089158298	OK	 
REQUEST	18		CreateNewComputer	1678089158203	1678089158310	OK	 
USER	MyComputerJourney	233	START	1678089158312	1678089158312
REQUEST	17		CreateNewComputer	1678089158203	1678089158313	OK	 
REQUEST	115		LoadNewComputerPage	1678089158216	1678089158327	OK	 
REQUEST	114		LoadNewComputerPage	1678089158213	1678089158331	OK	 
REQUEST	112		LoadNewComputerPage	1678089158223	1678089158331	OK	 
REQUEST	16		CreateNewComputer	1678089158214	1678089158332	OK	 
REQUEST	113		LoadNewComputerPage	1678089158223	1678089158332	OK	 
REQUEST	225		LoadHomePage	1678089157913	1678089158358	OK	 
USER	MyComputerJourney	234	START	1678089158362	1678089158362
REQUEST	226		LoadHomePage	1678089157962	1678089158385	OK	 
REQUEST	15		CreateNewComputer Redirect 1	1678089158298	1678089158403	OK	 
USER	MyComputerJourney	235	START	1678089158412	1678089158412
REQUEST	18		CreateNewComputer Redirect 1	1678089158311	1678089158418	OK	 
REQUEST	17		CreateNewComputer Redirect 1	1678089158313	1678089158423	OK	 
REQUEST	227		LoadHomePage	1678089158014	1678089158445	OK	 
REQUEST	16		CreateNewComputer Redirect 1	1678089158332	1678089158446	OK	 
USER	MyComputerJourney	236	START	1678089158463	1678089158463
REQUEST	228		LoadHomePage	1678089158063	1678089158491	OK	 
REQUEST	21		CreateNewComputer	1678089158403	1678089158507	OK	 
REQUEST	20		CreateNewComputer	1678089158403	1678089158512	OK	 
USER	MyComputerJourney	237	START	1678089158513	1678089158513
REQUEST	119		LoadNewComputerPage	1678089158422	1678089158530	OK	 
REQUEST	19		CreateNewComputer	1678089158422	1678089158532	OK	 
REQUEST	118		LoadNewComputerPage	1678089158423	1678089158532	OK	 
REQUEST	116		LoadNewComputerPage	1678089158432	1678089158545	OK	 
REQUEST	117		LoadNewComputerPage	1678089158442	1678089158555	OK	 
REQUEST	229		LoadHomePage	1678089158113	1678089158558	OK	 
USER	MyComputerJourney	238	START	1678089158562	1678089158562
REQUEST	230		LoadHomePage	1678089158163	1678089158610	OK	 
USER	MyComputerJourney	239	START	1678089158612	1678089158612
REQUEST	21		CreateNewComputer Redirect 1	1678089158508	1678089158613	OK	 
REQUEST	20		CreateNewComputer Redirect 1	1678089158513	1678089158622	OK	 
REQUEST	19		CreateNewComputer Redirect 1	1678089158533	1678089158643	OK	 
REQUEST	231		LoadHomePage	1678089158215	1678089158659	OK	 
USER	MyComputerJourney	240	START	1678089158663	1678089158663
REQUEST	232		LoadHomePage	1678089158264	1678089158699	OK	 
REQUEST	25		CreateNewComputer	1678089158602	1678089158709	OK	 
REQUEST	23		CreateNewComputer	1678089158602	1678089158711	OK	 
REQUEST	24		CreateNewComputer	1678089158602	1678089158710	OK	 
USER	MyComputerJourney	241	START	1678089158713	1678089158713
REQUEST	120		LoadNewComputerPage	1678089158622	1678089158731	OK	 
REQUEST	27		CreateNewComputer	1678089158623	1678089158728	OK	 
REQUEST	123		LoadNewComputerPage	1678089158623	1678089158735	OK	 
REQUEST	233		LoadHomePage	1678089158313	1678089158746	OK	 
USER	MyComputerJourney	242	START	1678089158763	1678089158763
REQUEST	234		LoadHomePage	1678089158363	1678089158792	OK	 
USER	MyComputerJourney	243	START	1678089158813	1678089158813
REQUEST	25		CreateNewComputer Redirect 1	1678089158711	1678089158825	OK	 
REQUEST	24		CreateNewComputer Redirect 1	1678089158715	1678089158825	OK	 
REQUEST	26		CreateNewComputer	1678089158714	1678089158832	OK	 
REQUEST	23		CreateNewComputer Redirect 1	1678089158716	1678089158831	OK	 
REQUEST	121		LoadNewComputerPage	1678089158723	1678089158838	OK	 
REQUEST	122		LoadNewComputerPage	1678089158723	1678089158839	OK	 
REQUEST	27		CreateNewComputer Redirect 1	1678089158733	1678089158841	OK	 
REQUEST	235		LoadHomePage	1678089158413	1678089158850	OK	 
USER	MyComputerJourney	244	START	1678089158862	1678089158862
REQUEST	236		LoadHomePage	1678089158463	1678089158892	OK	 
USER	MyComputerJourney	245	START	1678089158912	1678089158912
REQUEST	22		CreateNewComputer	1678089158814	1678089158923	OK	 
REQUEST	28		CreateNewComputer	1678089158814	1678089158926	OK	 
REQUEST	30		CreateNewComputer	1678089158826	1678089158935	OK	 
REQUEST	29		CreateNewComputer	1678089158826	1678089158936	OK	 
REQUEST	125		LoadNewComputerPage	1678089158833	1678089158938	OK	 
REQUEST	237		LoadHomePage	1678089158515	1678089158942	OK	 
REQUEST	124		LoadNewComputerPage	1678089158833	1678089158943	OK	 
REQUEST	128		LoadNewComputerPage	1678089158833	1678089158944	OK	 
REQUEST	127		LoadNewComputerPage	1678089158825	1678089158945	OK	 
REQUEST	26		CreateNewComputer Redirect 1	1678089158836	1678089158946	OK	 
REQUEST	126		LoadNewComputerPage	1678089158843	1678089158952	OK	 
USER	MyComputerJourney	246	START	1678089158962	1678089158962
USER	MyComputerJourney	247	START	1678089159013	1678089159013
REQUEST	238		LoadHomePage	1678089158563	1678089159019	OK	 
REQUEST	239		LoadHomePage	1678089158613	1678089159032	OK	 
REQUEST	22		CreateNewComputer Redirect 1	1678089158923	1678089159033	OK	 
REQUEST	28		CreateNewComputer Redirect 1	1678089158926	1678089159039	OK	 
REQUEST	30		CreateNewComputer Redirect 1	1678089158936	1678089159047	OK	 
REQUEST	29		CreateNewComputer Redirect 1	1678089158937	1678089159051	OK	 
USER	MyComputerJourney	248	START	1678089159062	1678089159062
REQUEST	240		LoadHomePage	1678089158663	1678089159100	OK	 
USER	MyComputerJourney	249	START	1678089159112	1678089159112
REQUEST	32		CreateNewComputer	1678089159013	1678089159117	OK	 
REQUEST	31		CreateNewComputer	1678089159013	1678089159127	OK	 
REQUEST	33		CreateNewComputer	1678089159023	1678089159131	OK	 
REQUEST	35		CreateNewComputer	1678089159035	1678089159142	OK	 
REQUEST	34		CreateNewComputer	1678089159035	1678089159142	OK	 
REQUEST	241		LoadHomePage	1678089158715	1678089159159	OK	 
USER	MyComputerJourney	250	START	1678089159163	1678089159163
REQUEST	242		LoadHomePage	1678089158765	1678089159199	OK	 
USER	MyComputerJourney	251	START	1678089159212	1678089159212
REQUEST	32		CreateNewComputer Redirect 1	1678089159118	1678089159222	OK	 
REQUEST	31		CreateNewComputer Redirect 1	1678089159128	1678089159241	OK	 
REQUEST	33		CreateNewComputer Redirect 1	1678089159131	1678089159241	OK	 
REQUEST	243		LoadHomePage	1678089158815	1678089159243	OK	 
REQUEST	35		CreateNewComputer Redirect 1	1678089159142	1678089159250	OK	 
REQUEST	34		CreateNewComputer Redirect 1	1678089159142	1678089159250	OK	 
USER	MyComputerJourney	252	START	1678089159262	1678089159262
REQUEST	244		LoadHomePage	1678089158863	1678089159307	OK	 
USER	MyComputerJourney	253	START	1678089159312	1678089159312
REQUEST	36		CreateNewComputer	1678089159223	1678089159326	OK	 
REQUEST	37		CreateNewComputer	1678089159223	1678089159329	OK	 
REQUEST	245		LoadHomePage	1678089158913	1678089159335	OK	 
REQUEST	129		LoadNewComputerPage	1678089159233	1678089159339	OK	 
REQUEST	38		CreateNewComputer	1678089159233	1678089159340	OK	 
REQUEST	134		LoadNewComputerPage	1678089159243	1678089159350	OK	 
REQUEST	130		LoadNewComputerPage	1678089159243	1678089159351	OK	 
REQUEST	135		LoadNewComputerPage	1678089159243	1678089159351	OK	 
REQUEST	39		CreateNewComputer	1678089159253	1678089159358	OK	 
REQUEST	136		LoadNewComputerPage	1678089159252	1678089159359	OK	 
