RUN	com.myGatlingTest.MyComputerJourney	mycomputerjourney	1678087454512	test	3.3.1
REQUEST	103		CreateNewComputer Redirect 1	1678087486039	1678087486147	OK	 
REQUEST	105		CreateNewComputer	1678087486044	1678087486154	OK	 
USER	MyComputerJourney	319	START	1678087486159	1678087486159
REQUEST	208		LoadNewComputerPage	1678087486059	1678087486168	OK	 
REQUEST	311		LoadHomePage	1678087485760	1678087486193	OK	 
REQUEST	106		CreateNewComputer	1678087486089	1678087486199	OK	 
USER	MyComputerJourney	320	START	1678087486209	1678087486209
REQUEST	107		CreateNewComputer	1678087486119	1678087486227	OK	 
REQUEST	209		LoadNewComputerPage	1678087486118	1678087486231	OK	 
REQUEST	104		CreateNewComputer Redirect 1	1678087486124	1678087486239	OK	 
REQUEST	312		LoadHomePage	1678087485809	1678087486248	OK	 
USER	MyComputerJourney	321	START	1678087486259	1678087486259
REQUEST	105		CreateNewComputer Redirect 1	1678087486154	1678087486268	OK	 
REQUEST	210		LoadNewComputerPage	1678087486169	1678087486277	OK	 
REQUEST	108		CreateNewComputer	1678087486169	1678087486278	OK	 
USER	MyComputerJourney	322	START	1678087486308	1678087486308
REQUEST	106		CreateNewComputer Redirect 1	1678087486200	1678087486311	OK	 
REQUEST	211		LoadNewComputerPage	1678087486209	1678087486318	OK	 
REQUEST	313		LoadHomePage	1678087485859	1678087486331	OK	 
REQUEST	107		CreateNewComputer Redirect 1	1678087486228	1678087486337	OK	 
REQUEST	109		CreateNewComputer	1678087486229	1678087486337	OK	 
USER	MyComputerJourney	323	START	1678087486359	1678087486359
REQUEST	314		LoadHomePage	1678087485909	1678087486359	OK	 
REQUEST	110		CreateNewComputer	1678087486259	1678087486366	OK	 
REQUEST	315		LoadHomePage	1678087485959	1678087486388	OK	 
REQUEST	108		CreateNewComputer Redirect 1	1678087486280	1678087486389	OK	 
USER	MyComputerJourney	324	START	1678087486409	1678087486409
REQUEST	212		LoadNewComputerPage	1678087486299	1678087486419	OK	 
REQUEST	213		LoadNewComputerPage	1678087486309	1678087486419	OK	 
REQUEST	111		CreateNewComputer	1678087486319	1678087486432	OK	 
REQUEST	109		CreateNewComputer Redirect 1	1678087486339	1678087486449	OK	 
REQUEST	316		LoadHomePage	1678087486010	1678087486457	OK	 
USER	MyComputerJourney	325	START	1678087486458	1678087486458
REQUEST	214		LoadNewComputerPage	1678087486359	1678087486468	OK	 
REQUEST	110		CreateNewComputer Redirect 1	1678087486368	1678087486475	OK	 
REQUEST	112		CreateNewComputer	1678087486379	1678087486486	OK	 
REQUEST	317		LoadHomePage	1678087486061	1678087486492	OK	 
USER	MyComputerJourney	326	START	1678087486508	1678087486508
REQUEST	113		CreateNewComputer	1678087486418	1678087486525	OK	 
REQUEST	111		CreateNewComputer Redirect 1	1678087486433	1678087486541	OK	 
REQUEST	215		LoadNewComputerPage	1678087486429	1678087486542	OK	 
REQUEST	318		LoadHomePage	1678087486111	1678087486544	OK	 
REQUEST	7		FilterComputer	1678087486439	1678087486547	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486547
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486548
USER	MyComputerJourney	7	END	1678087470559	1678087486549
USER	MyComputerJourney	327	START	1678087486559	1678087486559
REQUEST	216		LoadNewComputerPage	1678087486458	1678087486567	OK	 
REQUEST	114		CreateNewComputer	1678087486470	1678087486576	OK	 
REQUEST	8		FilterComputer	1678087486469	1678087486577	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486578
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486578
USER	MyComputerJourney	8	END	1678087470608	1678087486579
REQUEST	9		FilterComputer	1678087486479	1678087486588	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486588
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486589
REQUEST	319		LoadHomePage	1678087486159	1678087486589	OK	 
USER	MyComputerJourney	9	END	1678087470659	1678087486590
REQUEST	112		CreateNewComputer Redirect 1	1678087486487	1678087486594	OK	 
USER	MyComputerJourney	328	START	1678087486608	1678087486608
REQUEST	10		FilterComputer	1678087486518	1678087486627	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486628
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486628
USER	MyComputerJourney	10	END	1678087470708	1678087486628
REQUEST	113		CreateNewComputer Redirect 1	1678087486526	1678087486636	OK	 
REQUEST	115		CreateNewComputer	1678087486529	1678087486638	OK	 
REQUEST	217		LoadNewComputerPage	1678087486529	1678087486642	OK	 
REQUEST	320		LoadHomePage	1678087486210	1678087486649	OK	 
REQUEST	11		FilterComputer	1678087486549	1678087486656	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486656
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486656
USER	MyComputerJourney	11	END	1678087470758	1678087486657
USER	MyComputerJourney	329	START	1678087486659	1678087486659
REQUEST	218		LoadNewComputerPage	1678087486568	1678087486677	OK	 
REQUEST	114		CreateNewComputer Redirect 1	1678087486577	1678087486684	OK	 
REQUEST	116		CreateNewComputer	1678087486578	1678087486686	OK	 
REQUEST	321		LoadHomePage	1678087486260	1678087486701	OK	 
REQUEST	12		FilterComputer	1678087486598	1678087486705	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486706
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486706
USER	MyComputerJourney	12	END	1678087470808	1678087486706
USER	MyComputerJourney	330	START	1678087486708	1678087486708
REQUEST	117		CreateNewComputer	1678087486639	1678087486747	OK	 
REQUEST	115		CreateNewComputer Redirect 1	1678087486638	1678087486747	OK	 
REQUEST	219		LoadNewComputerPage	1678087486639	1678087486753	OK	 
USER	MyComputerJourney	331	START	1678087486758	1678087486758
REQUEST	220		LoadNewComputerPage	1678087486659	1678087486767	OK	 
REQUEST	322		LoadHomePage	1678087486310	1678087486771	OK	 
REQUEST	323		LoadHomePage	1678087486361	1678087486791	OK	 
REQUEST	116		CreateNewComputer Redirect 1	1678087486686	1678087486796	OK	 
USER	MyComputerJourney	332	START	1678087486808	1678087486808
REQUEST	118		CreateNewComputer	1678087486698	1678087486811	OK	 
REQUEST	221		LoadNewComputerPage	1678087486708	1678087486816	OK	 
REQUEST	119		CreateNewComputer	1678087486718	1678087486825	OK	 
REQUEST	14		FilterComputer	1678087486718	1678087486829	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486830
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486830
USER	MyComputerJourney	14	END	1678087470908	1678087486832
REQUEST	324		LoadHomePage	1678087486410	1678087486856	OK	 
REQUEST	117		CreateNewComputer Redirect 1	1678087486747	1678087486858	OK	 
REQUEST	13		FilterComputer	1678087486739	1678087486859	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486860
USER	MyComputerJourney	333	START	1678087486860	1678087486860
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486860
USER	MyComputerJourney	13	END	1678087470858	1678087486862
REQUEST	222		LoadNewComputerPage	1678087486758	1678087486868	OK	 
REQUEST	120		CreateNewComputer	1678087486779	1678087486886	OK	 
REQUEST	325		LoadHomePage	1678087486459	1678087486897	OK	 
REQUEST	16		FilterComputer	1678087486799	1678087486907	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486907
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486908
USER	MyComputerJourney	334	START	1678087486908	1678087486908
USER	MyComputerJourney	16	END	1678087471008	1678087486909
REQUEST	118		CreateNewComputer Redirect 1	1678087486812	1678087486924	OK	 
REQUEST	119		CreateNewComputer Redirect 1	1678087486826	1678087486933	OK	 
REQUEST	15		FilterComputer	1678087486819	1678087486936	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486936
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486936
USER	MyComputerJourney	15	END	1678087470958	1678087486937
REQUEST	223		LoadNewComputerPage	1678087486830	1678087486943	OK	 
REQUEST	121		CreateNewComputer	1678087486838	1678087486948	OK	 
REQUEST	17		FilterComputer	1678087486849	1678087486956	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486956
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087486957
USER	MyComputerJourney	17	END	1678087471058	1678087486957
REQUEST	326		LoadHomePage	1678087486509	1678087486958	OK	 
USER	MyComputerJourney	335	START	1678087486959	1678087486959
REQUEST	224		LoadNewComputerPage	1678087486860	1678087486967	OK	 
REQUEST	120		CreateNewComputer Redirect 1	1678087486887	1678087486995	OK	 
REQUEST	18		FilterComputer	1678087486898	1678087487005	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487005
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487006
USER	MyComputerJourney	18	END	1678087471109	1678087487006
USER	MyComputerJourney	336	START	1678087487009	1678087487009
REQUEST	122		CreateNewComputer	1678087486898	1678087487010	OK	 
REQUEST	225		LoadNewComputerPage	1678087486908	1678087487016	OK	 
REQUEST	327		LoadHomePage	1678087486559	1678087487023	OK	 
REQUEST	123		CreateNewComputer	1678087486918	1678087487025	OK	 
REQUEST	328		LoadHomePage	1678087486609	1678087487039	OK	 
REQUEST	19		FilterComputer	1678087486939	1678087487046	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487046
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487047
USER	MyComputerJourney	19	END	1678087471159	1678087487048
USER	MyComputerJourney	337	START	1678087487061	1678087487061
REQUEST	121		CreateNewComputer Redirect 1	1678087486948	1678087487059	OK	 
REQUEST	226		LoadNewComputerPage	1678087486959	1678087487067	OK	 
REQUEST	329		LoadHomePage	1678087486659	1678087487073	OK	 
REQUEST	227		LoadNewComputerPage	1678087486999	1678087487107	OK	 
USER	MyComputerJourney	338	START	1678087487108	1678087487108
REQUEST	122		CreateNewComputer Redirect 1	1678087487010	1678087487123	OK	 
REQUEST	21		FilterComputer	1678087487028	1678087487132	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487133
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487133
USER	MyComputerJourney	21	END	1678087471259	1678087487134
REQUEST	123		CreateNewComputer Redirect 1	1678087487026	1678087487134	OK	 
REQUEST	330		LoadHomePage	1678087486709	1678087487138	OK	 
REQUEST	125		CreateNewComputer	1678087487038	1678087487150	OK	 
REQUEST	124		CreateNewComputer	1678087487038	1678087487158	OK	 
USER	MyComputerJourney	339	START	1678087487159	1678087487159
REQUEST	228		LoadNewComputerPage	1678087487060	1678087487170	OK	 
REQUEST	331		LoadHomePage	1678087486758	1678087487182	OK	 
REQUEST	126		CreateNewComputer	1678087487089	1678087487200	OK	 
REQUEST	20		FilterComputer	1678087487098	1678087487206	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487207
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487207
USER	MyComputerJourney	20	END	1678087471209	1678087487207
USER	MyComputerJourney	340	START	1678087487209	1678087487209
REQUEST	229		LoadNewComputerPage	1678087487108	1678087487219	OK	 
REQUEST	332		LoadHomePage	1678087486810	1678087487240	OK	 
REQUEST	22		FilterComputer	1678087487128	1678087487240	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487240
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487241
USER	MyComputerJourney	22	END	1678087471308	1678087487242
REQUEST	127		CreateNewComputer	1678087487139	1678087487250	OK	 
USER	MyComputerJourney	341	START	1678087487258	1678087487258
REQUEST	125		CreateNewComputer Redirect 1	1678087487151	1678087487264	OK	 
REQUEST	230		LoadNewComputerPage	1678087487159	1678087487266	OK	 
REQUEST	124		CreateNewComputer Redirect 1	1678087487159	1678087487281	OK	 
REQUEST	23		FilterComputer	1678087487168	1678087487281	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487281
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487282
USER	MyComputerJourney	23	END	1678087471358	1678087487283
REQUEST	128		CreateNewComputer	1678087487178	1678087487286	OK	 
REQUEST	333		LoadHomePage	1678087486860	1678087487294	OK	 
REQUEST	24		FilterComputer	1678087487188	1678087487296	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487296
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487297
USER	MyComputerJourney	24	END	1678087471409	1678087487298
USER	MyComputerJourney	342	START	1678087487309	1678087487309
REQUEST	126		CreateNewComputer Redirect 1	1678087487201	1678087487315	OK	 
REQUEST	231		LoadNewComputerPage	1678087487218	1678087487331	OK	 
REQUEST	25		FilterComputer	1678087487239	1678087487345	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487346
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487346
USER	MyComputerJourney	25	END	1678087471459	1678087487347
REQUEST	129		CreateNewComputer	1678087487239	1678087487349	OK	 
REQUEST	334		LoadHomePage	1678087486909	1678087487354	OK	 
USER	MyComputerJourney	343	START	1678087487359	1678087487359
REQUEST	127		CreateNewComputer Redirect 1	1678087487251	1678087487362	OK	 
REQUEST	130		CreateNewComputer	1678087487269	1678087487378	OK	 
REQUEST	232		LoadNewComputerPage	1678087487268	1678087487380	OK	 
REQUEST	335		LoadHomePage	1678087486959	1678087487392	OK	 
REQUEST	128		CreateNewComputer Redirect 1	1678087487287	1678087487396	OK	 
USER	MyComputerJourney	344	START	1678087487409	1678087487409
REQUEST	26		FilterComputer	1678087487318	1678087487432	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487432
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487432
USER	MyComputerJourney	26	END	1678087471508	1678087487433
REQUEST	27		FilterComputer	1678087487328	1678087487435	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487436
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487436
USER	MyComputerJourney	27	END	1678087471558	1678087487437
REQUEST	131		CreateNewComputer	1678087487328	1678087487438	OK	 
REQUEST	336		LoadHomePage	1678087487009	1678087487440	OK	 
REQUEST	233		LoadNewComputerPage	1678087487328	1678087487440	OK	 
USER	MyComputerJourney	345	START	1678087487458	1678087487458
REQUEST	129		CreateNewComputer Redirect 1	1678087487349	1678087487462	OK	 
REQUEST	234		LoadNewComputerPage	1678087487369	1678087487481	OK	 
REQUEST	28		FilterComputer	1678087487378	1678087487486	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
REQUEST	130		CreateNewComputer Redirect 1	1678087487378	1678087487486	OK	 
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487487
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487487
USER	MyComputerJourney	28	END	1678087471608	1678087487491
USER	MyComputerJourney	346	START	1678087487508	1678087487508
REQUEST	132		CreateNewComputer	1678087487398	1678087487512	OK	 
REQUEST	337		LoadHomePage	1678087487061	1678087487519	OK	 
REQUEST	29		FilterComputer	1678087487438	1678087487547	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487548
REQUEST	131		CreateNewComputer Redirect 1	1678087487438	1678087487549	OK	 
USER	MyComputerJourney	347	START	1678087487560	1678087487560
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487567
REQUEST	338		LoadHomePage	1678087487108	1678087487567	OK	 
REQUEST	235		LoadNewComputerPage	1678087487438	1678087487570	OK	 
REQUEST	236		LoadNewComputerPage	1678087487459	1678087487571	OK	 
USER	MyComputerJourney	29	END	1678087471658	1678087487578
REQUEST	133		CreateNewComputer	1678087487459	1678087487579	OK	 
REQUEST	339		LoadHomePage	1678087487159	1678087487593	OK	 
REQUEST	134		CreateNewComputer	1678087487488	1678087487601	OK	 
USER	MyComputerJourney	348	START	1678087487608	1678087487608
REQUEST	237		LoadNewComputerPage	1678087487509	1678087487617	OK	 
REQUEST	132		CreateNewComputer Redirect 1	1678087487514	1678087487629	OK	 
REQUEST	31		FilterComputer	1678087487531	1678087487638	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487638
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487638
USER	MyComputerJourney	31	END	1678087471759	1678087487639
REQUEST	135		CreateNewComputer	1678087487532	1678087487640	OK	 
REQUEST	340		LoadHomePage	1678087487209	1678087487650	OK	 
REQUEST	30		FilterComputer	1678087487538	1678087487652	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487652
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487652
USER	MyComputerJourney	30	END	1678087471709	1678087487653
USER	MyComputerJourney	349	START	1678087487658	1678087487658
REQUEST	341		LoadHomePage	1678087487259	1678087487689	OK	 
REQUEST	238		LoadNewComputerPage	1678087487578	1678087487692	OK	 
REQUEST	133		CreateNewComputer Redirect 1	1678087487580	1678087487700	OK	 
USER	MyComputerJourney	350	START	1678087487710	1678087487710
REQUEST	32		FilterComputer	1678087487599	1678087487710	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487711
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487711
USER	MyComputerJourney	32	END	1678087471808	1678087487712
REQUEST	136		CreateNewComputer	1678087487599	1678087487712	OK	 
REQUEST	134		CreateNewComputer Redirect 1	1678087487602	1678087487716	OK	 
REQUEST	137		CreateNewComputer	1678087487619	1678087487726	OK	 
REQUEST	135		CreateNewComputer Redirect 1	1678087487640	1678087487749	OK	 
REQUEST	342		LoadHomePage	1678087487310	1678087487751	OK	 
REQUEST	239		LoadNewComputerPage	1678087487638	1678087487755	OK	 
USER	MyComputerJourney	351	START	1678087487758	1678087487758
REQUEST	240		LoadNewComputerPage	1678087487658	1678087487766	OK	 
REQUEST	33		FilterComputer	1678087487658	1678087487767	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487768
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487768
USER	MyComputerJourney	33	END	1678087471859	1678087487769
REQUEST	343		LoadHomePage	1678087487359	1678087487799	OK	 
USER	MyComputerJourney	352	START	1678087487808	1678087487808
REQUEST	241		LoadNewComputerPage	1678087487699	1678087487809	OK	 
REQUEST	138		CreateNewComputer	1678087487699	1678087487810	OK	 
REQUEST	34		FilterComputer	1678087487699	1678087487811	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487811
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487812
USER	MyComputerJourney	34	END	1678087471908	1678087487812
REQUEST	136		CreateNewComputer Redirect 1	1678087487713	1678087487826	OK	 
REQUEST	137		CreateNewComputer Redirect 1	1678087487727	1678087487835	OK	 
REQUEST	344		LoadHomePage	1678087487409	1678087487843	OK	 
REQUEST	35		FilterComputer	1678087487738	1678087487846	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487846
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487846
USER	MyComputerJourney	35	END	1678087471958	1678087487847
REQUEST	139		CreateNewComputer	1678087487739	1678087487849	OK	 
USER	MyComputerJourney	353	START	1678087487858	1678087487858
REQUEST	242		LoadNewComputerPage	1678087487758	1678087487868	OK	 
REQUEST	140		CreateNewComputer	1678087487778	1678087487886	OK	 
REQUEST	36		FilterComputer	1678087487788	1678087487897	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487897
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487897
USER	MyComputerJourney	36	END	1678087472008	1678087487898
REQUEST	345		LoadHomePage	1678087487460	1678087487906	OK	 
USER	MyComputerJourney	354	START	1678087487908	1678087487908
REQUEST	138		CreateNewComputer Redirect 1	1678087487810	1678087487923	OK	 
REQUEST	346		LoadHomePage	1678087487510	1678087487935	OK	 
REQUEST	243		LoadNewComputerPage	1678087487829	1678087487944	OK	 
USER	MyComputerJourney	355	START	1678087487959	1678087487959
REQUEST	139		CreateNewComputer Redirect 1	1678087487850	1678087487962	OK	 
REQUEST	37		FilterComputer	1678087487858	1678087487967	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487967
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087487968
USER	MyComputerJourney	37	END	1678087472058	1678087487969
REQUEST	142		CreateNewComputer	1678087487868	1678087487976	OK	 
REQUEST	244		LoadNewComputerPage	1678087487868	1678087487978	OK	 
REQUEST	140		CreateNewComputer Redirect 1	1678087487886	1678087487995	OK	 
REQUEST	38		FilterComputer	1678087487888	1678087487997	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087488001
REQUEST	141		CreateNewComputer	1678087487878	1678087488001	OK	 
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087488002
USER	MyComputerJourney	38	END	1678087472109	1678087488003
REQUEST	245		LoadNewComputerPage	1678087487898	1678087488006	OK	 
USER	MyComputerJourney	356	START	1678087488008	1678087488008
REQUEST	347		LoadHomePage	1678087487561	1678087488010	OK	 
REQUEST	143		CreateNewComputer	1678087487919	1678087488026	OK	 
REQUEST	348		LoadHomePage	1678087487609	1678087488034	OK	 
REQUEST	39		FilterComputer	1678087487939	1678087488046	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087488046
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087488047
USER	MyComputerJourney	39	END	1678087472158	1678087488047
USER	MyComputerJourney	357	START	1678087488058	1678087488058
REQUEST	246		LoadNewComputerPage	1678087487959	1678087488067	OK	 
REQUEST	144		CreateNewComputer	1678087487969	1678087488076	OK	 
REQUEST	142		CreateNewComputer Redirect 1	1678087487977	1678087488085	OK	 
REQUEST	349		LoadHomePage	1678087487659	1678087488092	OK	 
REQUEST	40		FilterComputer	1678087487988	1678087488097	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087488097
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087488097
USER	MyComputerJourney	40	END	1678087472209	1678087488098
USER	MyComputerJourney	358	START	1678087488109	1678087488109
REQUEST	247		LoadNewComputerPage	1678087488000	1678087488110	OK	 
REQUEST	141		CreateNewComputer Redirect 1	1678087488002	1678087488122	OK	 
REQUEST	145		CreateNewComputer	1678087488019	1678087488126	OK	 
REQUEST	143		CreateNewComputer Redirect 1	1678087488026	1678087488134	OK	 
REQUEST	350		LoadHomePage	1678087487711	1678087488155	OK	 
REQUEST	248		LoadNewComputerPage	1678087488049	1678087488155	OK	 
USER	MyComputerJourney	359	START	1678087488158	1678087488158
REQUEST	42		FilterComputer	1678087488058	1678087488162	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087488162
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087488162
USER	MyComputerJourney	42	END	1678087472308	1678087488163
REQUEST	144		CreateNewComputer Redirect 1	1678087488076	1678087488184	OK	 
REQUEST	146		CreateNewComputer	1678087488078	1678087488186	OK	 
REQUEST	147		CreateNewComputer	1678087488099	1678087488202	OK	 
USER	MyComputerJourney	360	START	1678087488208	1678087488208
REQUEST	41		FilterComputer	1678087488109	1678087488226	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087488227
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087488227
USER	MyComputerJourney	41	END	1678087472258	1678087488228
REQUEST	351		LoadHomePage	1678087487759	1678087488230	OK	 
REQUEST	145		CreateNewComputer Redirect 1	1678087488126	1678087488234	OK	 
REQUEST	352		LoadHomePage	1678087487809	1678087488239	OK	 
REQUEST	249		LoadNewComputerPage	1678087488129	1678087488244	OK	 
USER	MyComputerJourney	361	START	1678087488261	1678087488261
REQUEST	250		LoadNewComputerPage	1678087488158	1678087488266	OK	 
REQUEST	43		FilterComputer	1678087488158	1678087488268	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087488268
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087488268
USER	MyComputerJourney	43	END	1678087472359	1678087488269
REQUEST	353		LoadHomePage	1678087487858	1678087488282	OK	 
REQUEST	148		CreateNewComputer	1678087488179	1678087488286	OK	 
