RUN	com.myGatlingTest.MyComputerJourney	mycomputerjourney	1678087454512	test	3.3.1
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491037
USER	MyComputerJourney	99	END	1678087475159	1678087491039
REQUEST	203		CreateNewComputer	1678087490929	1678087491040	OK	 
REQUEST	305		LoadNewComputerPage	1678087490929	1678087491042	OK	 
REQUEST	201		CreateNewComputer Redirect 1	1678087490938	1678087491048	OK	 
REQUEST	306		LoadNewComputerPage	1678087490959	1678087491068	OK	 
REQUEST	202		CreateNewComputer Redirect 1	1678087490987	1678087491097	OK	 
REQUEST	100		FilterComputer	1678087490988	1678087491097	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491097
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491097
USER	MyComputerJourney	100	END	1678087475209	1678087491098
REQUEST	204		CreateNewComputer	1678087490988	1678087491099	OK	 
REQUEST	205		CreateNewComputer	1678087491010	1678087491117	OK	 
REQUEST	307		LoadNewComputerPage	1678087491009	1678087491117	OK	 
REQUEST	203		CreateNewComputer Redirect 1	1678087491041	1678087491152	OK	 
REQUEST	206		CreateNewComputer	1678087491078	1678087491188	OK	 
REQUEST	101		FilterComputer	1678087491078	1678087491191	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
REQUEST	308		LoadNewComputerPage	1678087491078	1678087491191	OK	 
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491192
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491193
USER	MyComputerJourney	101	END	1678087475259	1678087491195
REQUEST	309		LoadNewComputerPage	1678087491088	1678087491197	OK	 
REQUEST	102		FilterComputer	1678087491099	1678087491207	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491208
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491209
USER	MyComputerJourney	102	END	1678087475308	1678087491211
REQUEST	204		CreateNewComputer Redirect 1	1678087491099	1678087491213	OK	 
REQUEST	205		CreateNewComputer Redirect 1	1678087491118	1678087491226	OK	 
REQUEST	207		CreateNewComputer	1678087491128	1678087491238	OK	 
REQUEST	103		FilterComputer	1678087491138	1678087491249	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491250
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491251
USER	MyComputerJourney	103	END	1678087475359	1678087491254
REQUEST	310		LoadNewComputerPage	1678087491159	1678087491270	OK	 
REQUEST	208		CreateNewComputer	1678087491169	1678087491278	OK	 
REQUEST	206		CreateNewComputer Redirect 1	1678087491189	1678087491300	OK	 
REQUEST	311		LoadNewComputerPage	1678087491210	1678087491319	OK	 
REQUEST	207		CreateNewComputer Redirect 1	1678087491239	1678087491350	OK	 
REQUEST	209		CreateNewComputer	1678087491241	1678087491353	OK	 
REQUEST	104		FilterComputer	1678087491240	1678087491355	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491355
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491356
USER	MyComputerJourney	104	END	1678087475408	1678087491356
REQUEST	105		FilterComputer	1678087491259	1678087491369	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491369
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491369
USER	MyComputerJourney	105	END	1678087475459	1678087491370
REQUEST	312		LoadNewComputerPage	1678087491269	1678087491379	OK	 
REQUEST	208		CreateNewComputer Redirect 1	1678087491279	1678087491388	OK	 
REQUEST	210		CreateNewComputer	1678087491280	1678087491389	OK	 
REQUEST	106		FilterComputer	1678087491309	1678087491418	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491418
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491419
USER	MyComputerJourney	106	END	1678087475508	1678087491420
REQUEST	211		CreateNewComputer	1678087491319	1678087491425	OK	 
REQUEST	107		FilterComputer	1678087491338	1678087491446	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491446
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491446
USER	MyComputerJourney	107	END	1678087475559	1678087491447
REQUEST	209		CreateNewComputer Redirect 1	1678087491353	1678087491465	OK	 
REQUEST	313		LoadNewComputerPage	1678087491348	1678087491466	OK	 
REQUEST	314		LoadNewComputerPage	1678087491378	1678087491493	OK	 
REQUEST	210		CreateNewComputer Redirect 1	1678087491389	1678087491497	OK	 
REQUEST	108		FilterComputer	1678087491399	1678087491507	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491507
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491507
USER	MyComputerJourney	108	END	1678087475609	1678087491508
REQUEST	315		LoadNewComputerPage	1678087491409	1678087491518	OK	 
REQUEST	211		CreateNewComputer Redirect 1	1678087491426	1678087491533	OK	 
REQUEST	213		CreateNewComputer	1678087491428	1678087491536	OK	 
REQUEST	212		CreateNewComputer	1678087491428	1678087491545	OK	 
REQUEST	109		FilterComputer	1678087491449	1678087491558	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491558
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491558
USER	MyComputerJourney	109	END	1678087475658	1678087491559
REQUEST	110		FilterComputer	1678087491478	1678087491585	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491586
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491586
USER	MyComputerJourney	110	END	1678087475709	1678087491588
REQUEST	214		CreateNewComputer	1678087491478	1678087491589	OK	 
REQUEST	316		LoadNewComputerPage	1678087491478	1678087491590	OK	 
REQUEST	317		LoadNewComputerPage	1678087491508	1678087491617	OK	 
REQUEST	213		CreateNewComputer Redirect 1	1678087491536	1678087491646	OK	 
REQUEST	111		FilterComputer	1678087491539	1678087491647	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491648
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491649
USER	MyComputerJourney	111	END	1678087475758	1678087491653
REQUEST	215		CreateNewComputer	1678087491539	1678087491654	OK	 
REQUEST	212		CreateNewComputer Redirect 1	1678087491545	1678087491665	OK	 
REQUEST	318		LoadNewComputerPage	1678087491558	1678087491667	OK	 
REQUEST	216		CreateNewComputer	1678087491568	1678087491677	OK	 
REQUEST	112		FilterComputer	1678087491589	1678087491698	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491699
REQUEST	214		CreateNewComputer Redirect 1	1678087491590	1678087491700	OK	 
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491702
USER	MyComputerJourney	112	END	1678087475809	1678087491705
REQUEST	319		LoadNewComputerPage	1678087491609	1678087491718	OK	 
REQUEST	113		FilterComputer	1678087491639	1678087491748	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491749
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491749
USER	MyComputerJourney	113	END	1678087475858	1678087491750
REQUEST	217		CreateNewComputer	1678087491651	1678087491764	OK	 
REQUEST	215		CreateNewComputer Redirect 1	1678087491656	1678087491770	OK	 
REQUEST	320		LoadNewComputerPage	1678087491669	1678087491778	OK	 
REQUEST	216		CreateNewComputer Redirect 1	1678087491678	1678087491787	OK	 
REQUEST	114		FilterComputer	1678087491680	1678087491788	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491788
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491788
USER	MyComputerJourney	114	END	1678087475908	1678087491789
REQUEST	218		CreateNewComputer	1678087491680	1678087491790	OK	 
REQUEST	321		LoadNewComputerPage	1678087491719	1678087491829	OK	 
REQUEST	115		FilterComputer	1678087491738	1678087491848	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491848
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491849
USER	MyComputerJourney	115	END	1678087475958	1678087491849
REQUEST	219		CreateNewComputer	1678087491759	1678087491874	OK	 
REQUEST	220		CreateNewComputer	1678087491769	1678087491877	OK	 
REQUEST	217		CreateNewComputer Redirect 1	1678087491765	1678087491879	OK	 
REQUEST	218		CreateNewComputer Redirect 1	1678087491790	1678087491900	OK	 
REQUEST	322		LoadNewComputerPage	1678087491788	1678087491903	OK	 
REQUEST	116		FilterComputer	1678087491798	1678087491908	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491909
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491909
USER	MyComputerJourney	116	END	1678087476009	1678087491910
REQUEST	323		LoadNewComputerPage	1678087491808	1678087491918	OK	 
REQUEST	221		CreateNewComputer	1678087491819	1678087491926	OK	 
REQUEST	117		FilterComputer	1678087491848	1678087491958	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491958
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087491958
USER	MyComputerJourney	117	END	1678087476058	1678087491959
REQUEST	324		LoadNewComputerPage	1678087491868	1678087491981	OK	 
REQUEST	222		CreateNewComputer	1678087491880	1678087491988	OK	 
REQUEST	220		CreateNewComputer Redirect 1	1678087491878	1678087491989	OK	 
REQUEST	219		CreateNewComputer Redirect 1	1678087491876	1678087491990	OK	 
REQUEST	325		LoadNewComputerPage	1678087491908	1678087492018	OK	 
REQUEST	118		FilterComputer	1678087491918	1678087492031	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492031
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492031
USER	MyComputerJourney	118	END	1678087476108	1678087492032
REQUEST	221		CreateNewComputer Redirect 1	1678087491927	1678087492035	OK	 
REQUEST	119		FilterComputer	1678087491928	1678087492035	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492036
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492036
USER	MyComputerJourney	119	END	1678087476159	1678087492037
REQUEST	223		CreateNewComputer	1678087491949	1678087492061	OK	 
REQUEST	224		CreateNewComputer	1678087491959	1678087492066	OK	 
REQUEST	326		LoadNewComputerPage	1678087491969	1678087492082	OK	 
REQUEST	120		FilterComputer	1678087491988	1678087492096	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492097
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492097
REQUEST	222		CreateNewComputer Redirect 1	1678087491989	1678087492097	OK	 
USER	MyComputerJourney	120	END	1678087476209	1678087492098
REQUEST	225		CreateNewComputer	1678087492019	1678087492126	OK	 
REQUEST	327		LoadNewComputerPage	1678087492039	1678087492156	OK	 
REQUEST	226		CreateNewComputer	1678087492058	1678087492166	OK	 
REQUEST	328		LoadNewComputerPage	1678087492058	1678087492167	OK	 
REQUEST	121		FilterComputer	1678087492058	1678087492170	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492171
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492172
REQUEST	224		CreateNewComputer Redirect 1	1678087492066	1678087492174	OK	 
REQUEST	223		CreateNewComputer Redirect 1	1678087492062	1678087492175	OK	 
USER	MyComputerJourney	121	END	1678087476259	1678087492179
REQUEST	329		LoadNewComputerPage	1678087492089	1678087492194	OK	 
REQUEST	227		CreateNewComputer	1678087492108	1678087492217	OK	 
REQUEST	122		FilterComputer	1678087492118	1678087492231	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492232
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492232
USER	MyComputerJourney	122	END	1678087476309	1678087492233
REQUEST	225		CreateNewComputer Redirect 1	1678087492127	1678087492235	OK	 
REQUEST	123		FilterComputer	1678087492129	1678087492236	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492236
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492237
USER	MyComputerJourney	123	END	1678087476358	1678087492237
REQUEST	330		LoadNewComputerPage	1678087492158	1678087492267	OK	 
REQUEST	226		CreateNewComputer Redirect 1	1678087492167	1678087492275	OK	 
REQUEST	228		CreateNewComputer	1678087492170	1678087492277	OK	 
REQUEST	331		LoadNewComputerPage	1678087492199	1678087492307	OK	 
REQUEST	227		CreateNewComputer Redirect 1	1678087492218	1678087492327	OK	 
REQUEST	229		CreateNewComputer	1678087492229	1678087492335	OK	 
REQUEST	230		CreateNewComputer	1678087492259	1678087492366	OK	 
REQUEST	332		LoadNewComputerPage	1678087492259	1678087492367	OK	 
REQUEST	125		FilterComputer	1678087492269	1678087492382	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492383
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492383
USER	MyComputerJourney	125	END	1678087476458	1678087492385
REQUEST	228		CreateNewComputer Redirect 1	1678087492278	1678087492388	OK	 
REQUEST	124		FilterComputer	1678087492278	1678087492406	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492412
REQUEST	333		LoadNewComputerPage	1678087492308	1678087492420	OK	 
REQUEST	126		FilterComputer	1678087492308	1678087492420	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492421
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492422
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492415
USER	MyComputerJourney	126	END	1678087476509	1678087492427
USER	MyComputerJourney	124	END	1678087476409	1678087492428
REQUEST	229		CreateNewComputer Redirect 1	1678087492335	1678087492450	OK	 
REQUEST	231		CreateNewComputer	1678087492339	1678087492452	OK	 
REQUEST	127		FilterComputer	1678087492359	1678087492470	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492472
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492473
USER	MyComputerJourney	127	END	1678087476558	1678087492476
REQUEST	230		CreateNewComputer Redirect 1	1678087492366	1678087492475	OK	 
REQUEST	334		LoadNewComputerPage	1678087492369	1678087492491	OK	 
REQUEST	128		FilterComputer	1678087492389	1678087492498	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492499
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492499
USER	MyComputerJourney	128	END	1678087476608	1678087492501
REQUEST	232		CreateNewComputer	1678087492389	1678087492502	OK	 
REQUEST	335		LoadNewComputerPage	1678087492409	1678087492518	OK	 
REQUEST	233		CreateNewComputer	1678087492450	1678087492563	OK	 
REQUEST	231		CreateNewComputer Redirect 1	1678087492453	1678087492567	OK	 
REQUEST	336		LoadNewComputerPage	1678087492459	1678087492568	OK	 
REQUEST	129		FilterComputer	1678087492459	1678087492571	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492571
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492572
USER	MyComputerJourney	129	END	1678087476659	1678087492573
REQUEST	130		FilterComputer	1678087492479	1678087492588	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492589
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492590
USER	MyComputerJourney	130	END	1678087476708	1678087492593
REQUEST	234		CreateNewComputer	1678087492489	1678087492602	OK	 
REQUEST	232		CreateNewComputer Redirect 1	1678087492502	1678087492616	OK	 
REQUEST	131		FilterComputer	1678087492539	1678087492648	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492649
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492650
REQUEST	337		LoadNewComputerPage	1678087492539	1678087492654	OK	 
USER	MyComputerJourney	131	END	1678087476758	1678087492664
REQUEST	233		CreateNewComputer Redirect 1	1678087492563	1678087492678	OK	 
REQUEST	235		CreateNewComputer	1678087492568	1678087492681	OK	 
REQUEST	236		CreateNewComputer	1678087492578	1678087492686	OK	 
REQUEST	338		LoadNewComputerPage	1678087492578	1678087492694	OK	 
REQUEST	234		CreateNewComputer Redirect 1	1678087492603	1678087492715	OK	 
REQUEST	339		LoadNewComputerPage	1678087492609	1678087492718	OK	 
REQUEST	237		CreateNewComputer	1678087492619	1678087492725	OK	 
REQUEST	132		FilterComputer	1678087492629	1678087492741	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492742
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492742
USER	MyComputerJourney	132	END	1678087476809	1678087492743
REQUEST	340		LoadNewComputerPage	1678087492669	1678087492778	OK	 
REQUEST	236		CreateNewComputer Redirect 1	1678087492687	1678087492795	OK	 
REQUEST	235		CreateNewComputer Redirect 1	1678087492682	1678087492796	OK	 
REQUEST	238		CreateNewComputer	1678087492689	1678087492800	OK	 
REQUEST	341		LoadNewComputerPage	1678087492708	1678087492815	OK	 
REQUEST	133		FilterComputer	1678087492708	1678087492825	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492825
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492825
USER	MyComputerJourney	133	END	1678087476858	1678087492826
REQUEST	134		FilterComputer	1678087492718	1678087492830	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492831
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492831
USER	MyComputerJourney	134	END	1678087476908	1678087492833
REQUEST	237		CreateNewComputer Redirect 1	1678087492726	1678087492834	OK	 
REQUEST	135		FilterComputer	1678087492748	1678087492857	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492858
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492858
USER	MyComputerJourney	135	END	1678087476959	1678087492859
REQUEST	240		CreateNewComputer	1678087492759	1678087492866	OK	 
REQUEST	239		CreateNewComputer	1678087492759	1678087492875	OK	 
REQUEST	342		LoadNewComputerPage	1678087492769	1678087492878	OK	 
REQUEST	238		CreateNewComputer Redirect 1	1678087492800	1678087492911	OK	 
REQUEST	241		CreateNewComputer	1678087492819	1678087492925	OK	 
REQUEST	343		LoadNewComputerPage	1678087492818	1678087492928	OK	 
REQUEST	136		FilterComputer	1678087492819	1678087492931	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492932
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492932
USER	MyComputerJourney	136	END	1678087477008	1678087492932
REQUEST	137		FilterComputer	1678087492829	1678087492937	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492937
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087492937
USER	MyComputerJourney	137	END	1678087477058	1678087492937
REQUEST	344		LoadNewComputerPage	1678087492858	1678087492966	OK	 
REQUEST	240		CreateNewComputer Redirect 1	1678087492866	1678087492974	OK	 
REQUEST	242		CreateNewComputer	1678087492878	1678087492986	OK	 
REQUEST	239		CreateNewComputer Redirect 1	1678087492875	1678087492991	OK	 
REQUEST	138		FilterComputer	1678087492919	1678087493030	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493031
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493031
REQUEST	345		LoadNewComputerPage	1678087492919	1678087493031	OK	 
USER	MyComputerJourney	138	END	1678087477108	1678087493032
REQUEST	241		CreateNewComputer Redirect 1	1678087492925	1678087493032	OK	 
REQUEST	346		LoadNewComputerPage	1678087492948	1678087493056	OK	 
REQUEST	243		CreateNewComputer	1678087492948	1678087493061	OK	 
REQUEST	244		CreateNewComputer	1678087492968	1678087493077	OK	 
REQUEST	139		FilterComputer	1678087492968	1678087493080	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493080
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493081
USER	MyComputerJourney	139	END	1678087477159	1678087493082
REQUEST	242		CreateNewComputer Redirect 1	1678087492987	1678087493096	OK	 
REQUEST	140		FilterComputer	1678087492988	1678087493096	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493098
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493098
USER	MyComputerJourney	140	END	1678087477209	1678087493099
REQUEST	245		CreateNewComputer	1678087493009	1678087493115	OK	 
REQUEST	347		LoadNewComputerPage	1678087493030	1678087493137	OK	 
REQUEST	348		LoadNewComputerPage	1678087493048	1678087493156	OK	 
REQUEST	243		CreateNewComputer Redirect 1	1678087493062	1678087493176	OK	 
REQUEST	246		CreateNewComputer	1678087493069	1678087493177	OK	 
REQUEST	244		CreateNewComputer Redirect 1	1678087493078	1678087493188	OK	 
REQUEST	142		FilterComputer	1678087493089	1678087493198	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493198
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493198
USER	MyComputerJourney	142	END	1678087477309	1678087493199
REQUEST	349		LoadNewComputerPage	1678087493108	1678087493218	OK	 
REQUEST	245		CreateNewComputer Redirect 1	1678087493115	1678087493222	OK	 
REQUEST	247		CreateNewComputer	1678087493118	1678087493226	OK	 
REQUEST	143		FilterComputer	1678087493128	1678087493236	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493236
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493236
USER	MyComputerJourney	143	END	1678087477359	1678087493237
REQUEST	141		FilterComputer	1678087493118	1678087493244	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493244
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493245
USER	MyComputerJourney	141	END	1678087477258	1678087493246
REQUEST	248		CreateNewComputer	1678087493159	1678087493265	OK	 
REQUEST	350		LoadNewComputerPage	1678087493169	1678087493281	OK	 
REQUEST	246		CreateNewComputer Redirect 1	1678087493177	1678087493285	OK	 
REQUEST	144		FilterComputer	1678087493188	1678087493295	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493296
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493297
USER	MyComputerJourney	144	END	1678087477409	1678087493298
REQUEST	247		CreateNewComputer Redirect 1	1678087493227	1678087493336	OK	 
REQUEST	145		FilterComputer	1678087493229	1678087493336	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493336
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493336
USER	MyComputerJourney	145	END	1678087477459	1678087493337
REQUEST	352		LoadNewComputerPage	1678087493249	1678087493357	OK	 
REQUEST	249		CreateNewComputer	1678087493249	1678087493367	OK	 
REQUEST	351		LoadNewComputerPage	1678087493249	1678087493367	OK	 
REQUEST	248		CreateNewComputer Redirect 1	1678087493266	1678087493373	OK	 
REQUEST	250		CreateNewComputer	1678087493268	1678087493376	OK	 
REQUEST	353		LoadNewComputerPage	1678087493299	1678087493406	OK	 
REQUEST	146		FilterComputer	1678087493299	1678087493406	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493406
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493407
USER	MyComputerJourney	146	END	1678087477508	1678087493408
REQUEST	147		FilterComputer	1678087493309	1678087493412	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493413
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1678087493413
USER	MyComputerJourney	147	END	1678087477559	1678087493415
REQUEST	251		CreateNewComputer	1678087493309	1678087493417	OK	 
